edge_index,sample_index,parameter,x_mm,y_mm,z_mm
0,39,-0.8701000000000003,-48.25099999999999,45.300000000000004,55.300000000000004
0,40,-0.7910000000000004,-47.45999999999999,45.300000000000004,55.300000000000004
0,41,-0.7119000000000004,-46.66899999999998,45.300000000000004,55.300000000000004
0,42,-0.6328000000000005,-45.877999999999986,45.300000000000004,55.300000000000004
0,43,-0.5537000000000005,-45.08699999999999,45.300000000000004,55.300000000000004
0,44,-0.4746000000000006,-44.29599999999999,45.300000000000004,55.300000000000004
0,45,-0.3955000000000002,-43.50499999999998,45.300000000000004,55.300000000000004
0,46,-0.31640000000000024,-42.713999999999984,45.300000000000004,55.300000000000004
0,47,-0.23730000000000073,-41.922999999999995,45.300000000000004,55.300000000000004
0,48,-0.15820000000000078,-41.13199999999999,45.300000000000004,55.300000000000004
0,49,-0.07910000000000039,-40.34099999999999,45.300000000000004,55.300000000000004
0,50,-4.440892098500626e-16,-39.54999999999999,45.300000000000004,55.300000000000004
0,51,0.0790999999999995,-38.758999999999986,45.300000000000004,55.300000000000004
0,52,0.1581999999999999,-37.96799999999998,45.300000000000004,55.300000000000004
0,53,0.2372999999999994,-37.17699999999999,45.300000000000004,55.300000000000004
0,54,0.3163999999999998,-36.38599999999998,45.300000000000004,55.300000000000004
0,55,0.3955000000000002,-35.594999999999985,45.300000000000004,55.300000000000004
0,56,0.4745999999999997,-34.80399999999999,45.300000000000004,55.300000000000004
0,57,0.5536999999999992,-34.01299999999999,45.300000000000004,55.300000000000004
0,58,0.6327999999999996,-33.22199999999999,45.300000000000004,55.300000000000004
0,59,0.7118999999999991,-32.43099999999999,45.300000000000004,55.300000000000004
0,60,0.7909999999999995,-31.639999999999986,45.300000000000004,55.300000000000004
0,61,0.870099999999999,-30.848999999999993,45.300000000000004,55.300000000000004
0,62,0.9491999999999994,-30.05799999999999,45.300000000000004,55.300000000000004
0,63,1.0282999999999998,-29.266999999999985,45.300000000000004,55.300000000000004
0,64,1.1073999999999993,-28.475999999999992,45.300000000000004,55.300000000000004
0,65,1.1864999999999997,-27.684999999999988,45.300000000000004,55.300000000000004
0,66,1.2656,-26.893999999999984,45.300000000000004,55.300000000000004
0,67,1.3446999999999996,-26.102999999999987,45.300000000000004,55.300000000000004
0,68,1.4238,-25.311999999999983,45.300000000000004,55.300000000000004
0,69,1.5028999999999986,-24.520999999999997,45.300000000000004,55.300000000000004
0,70,1.581999999999999,-23.729999999999993,45.300000000000004,55.300000000000004
0,71,1.6610999999999994,-22.93899999999999,45.300000000000004,55.300000000000004
0,72,1.7401999999999989,-22.147999999999996,45.300000000000004,55.300000000000004
0,73,1.8192999999999993,-21.356999999999992,45.300000000000004,55.300000000000004
0,74,1.8983999999999996,-20.56599999999999,45.300000000000004,55.300000000000004
0,75,1.9774999999999991,-19.77499999999999,45.300000000000004,55.300000000000004
0,76,2.0565999999999995,-18.983999999999988,45.300000000000004,55.300000000000004
0,77,2.1357,-18.192999999999984,45.300000000000004,55.300000000000004
0,78,2.2147999999999994,-17.401999999999987,45.300000000000004,55.300000000000004
0,79,2.2939,-16.610999999999983,45.300000000000004,55.300000000000004
0,80,2.3729999999999993,-15.81999999999999,45.300000000000004,55.300000000000004
0,81,2.4520999999999997,-15.028999999999986,45.300000000000004,55.300000000000004
0,82,2.5311999999999992,-14.23799999999999,45.300000000000004,55.300000000000004
0,83,2.6102999999999987,-13.446999999999996,45.300000000000004,55.300000000000004
0,84,2.689399999999999,-12.655999999999992,45.300000000000004,55.300000000000004
0,85,2.7684999999999995,-11.864999999999988,45.300000000000004,55.300000000000004
0,86,2.847599999999999,-11.073999999999993,45.300000000000004,55.300000000000004
0,87,2.9266999999999994,-10.282999999999989,45.300000000000004,55.300000000000004
0,88,3.005799999999999,-9.491999999999994,45.300000000000004,55.300000000000004
0,89,3.0848999999999993,-8.70099999999999,45.300000000000004,55.300000000000004
0,90,3.1639999999999997,-7.909999999999986,45.300000000000004,55.300000000000004
